"Step","hidden_size_512_9_no_pinn - loss","hidden_size_512_9_no_pinn - loss__MIN","hidden_size_512_9_no_pinn - loss__MAX"
"0","1.2701058387756348","1.2701058387756348","1.2701058387756348"
"1","0.9603536128997803","0.9603536128997803","0.9603536128997803"
"2","0.7242177128791809","0.7242177128791809","0.7242177128791809"
"3","0.5549612641334534","0.5549612641334534","0.5549612641334534"
"4","0.43873608112335205","0.43873608112335205","0.43873608112335205"
"5","0.35939455032348633","0.35939455032348633","0.35939455032348633"
"6","0.3020200729370117","0.3020200729370117","0.3020200729370117"
"7","0.25726574659347534","0.25726574659347534","0.25726574659347534"
"8","0.22132043540477753","0.22132043540477753","0.22132043540477753"
"9","0.1934736669063568","0.1934736669063568","0.1934736669063568"
"10","0.17285537719726562","0.17285537719726562","0.17285537719726562"
"11","0.15739813446998596","0.15739813446998596","0.15739813446998596"
"12","0.14485448598861694","0.14485448598861694","0.14485448598861694"
"13","0.1336679458618164","0.1336679458618164","0.1336679458618164"
"14","0.12302717566490173","0.12302717566490173","0.12302717566490173"
"15","0.11278802156448364","0.11278802156448364","0.11278802156448364"
"16","0.10327854752540588","0.10327854752540588","0.10327854752540588"
"17","0.09482371062040329","0.09482371062040329","0.09482371062040329"
"18","0.08745279163122177","0.08745279163122177","0.08745279163122177"
"19","0.08102203905582428","0.08102203905582428","0.08102203905582428"
"20","0.07545045018196106","0.07545045018196106","0.07545045018196106"
"21","0.0707366019487381","0.0707366019487381","0.0707366019487381"
"22","0.0668085366487503","0.0668085366487503","0.0668085366487503"
"23","0.06345032155513763","0.06345032155513763","0.06345032155513763"
"24","0.06042761728167534","0.06042761728167534","0.06042761728167534"
"25","0.057660676538944244","0.057660676538944244","0.057660676538944244"
"26","0.055222734808921814","0.055222734808921814","0.055222734808921814"
"27","0.053179994225502014","0.053179994225502014","0.053179994225502014"
"28","0.05147981643676758","0.05147981643676758","0.05147981643676758"
"29","0.050000838935375214","0.050000838935375214","0.050000838935375214"
"30","0.04865790158510208","0.04865790158510208","0.04865790158510208"
"31","0.0474126935005188","0.0474126935005188","0.0474126935005188"
"32","0.04621390253305435","0.04621390253305435","0.04621390253305435"
"33","0.044989846646785736","0.044989846646785736","0.044989846646785736"
"34","0.04371155798435211","0.04371155798435211","0.04371155798435211"
