"Step","hidden_size_512_4_pinn - loss","hidden_size_512_4_pinn - loss__MIN","hidden_size_512_4_pinn - loss__MAX"
"0","1.1334476470947266","1.1334476470947266","1.1334476470947266"
"1","0.857420027256012","0.857420027256012","0.857420027256012"
"2","0.6445121169090271","0.6445121169090271","0.6445121169090271"
"3","0.5029531121253967","0.5029531121253967","0.5029531121253967"
"4","0.42159539461135864","0.42159539461135864","0.42159539461135864"
"5","0.3488394618034363","0.3488394618034363","0.3488394618034363"
"6","0.3075488805770874","0.3075488805770874","0.3075488805770874"
"7","0.2519511282444","0.2519511282444","0.2519511282444"
"8","0.22080716490745544","0.22080716490745544","0.22080716490745544"
"9","0.19261446595191956","0.19261446595191956","0.19261446595191956"
"10","0.17507505416870117","0.17507505416870117","0.17507505416870117"
"11","0.14880232512950897","0.14880232512950897","0.14880232512950897"
"12","0.1363530158996582","0.1363530158996582","0.1363530158996582"
"13","0.12367983907461166","0.12367983907461166","0.12367983907461166"
"14","0.11515231430530548","0.11515231430530548","0.11515231430530548"
"15","0.1031426414847374","0.1031426414847374","0.1031426414847374"
"16","0.09532292932271957","0.09532292932271957","0.09532292932271957"
"17","0.09260009229183197","0.09260009229183197","0.09260009229183197"
"18","0.08181430399417877","0.08181430399417877","0.08181430399417877"
"19","0.0776204839348793","0.0776204839348793","0.0776204839348793"
"20","0.07705248892307281","0.07705248892307281","0.07705248892307281"
"21","0.06890000402927399","0.06890000402927399","0.06890000402927399"
"22","0.06383685022592545","0.06383685022592545","0.06383685022592545"
"23","0.06392163038253784","0.06392163038253784","0.06392163038253784"
"24","0.057401031255722046","0.057401031255722046","0.057401031255722046"
"25","0.0570521242916584","0.0570521242916584","0.0570521242916584"
"26","0.05510583519935608","0.05510583519935608","0.05510583519935608"
"27","0.05216819420456886","0.05216819420456886","0.05216819420456886"
"28","0.053518351167440414","0.053518351167440414","0.053518351167440414"
"29","0.0497993566095829","0.0497993566095829","0.0497993566095829"
"30","0.05051242560148239","0.05051242560148239","0.05051242560148239"
"31","0.04540951922535896","0.04540951922535896","0.04540951922535896"
"32","0.04295714572072029","0.04295714572072029","0.04295714572072029"
"33","0.04297054931521416","0.04297054931521416","0.04297054931521416"
"34","0.04267291724681854","0.04267291724681854","0.04267291724681854"
"35","0.04139258340001106","0.04139258340001106","0.04139258340001106"
"36","0.03995930403470993","0.03995930403470993","0.03995930403470993"
"37","0.040974296629428864","0.040974296629428864","0.040974296629428864"
"38","0.03965925797820091","0.03965925797820091","0.03965925797820091"
