"Step","hidden_size_512_9_pinn - loss","hidden_size_512_9_pinn - loss__MIN","hidden_size_512_9_pinn - loss__MAX"
"0","1.336868405342102","1.336868405342102","1.336868405342102"
"1","0.9960881471633911","0.9960881471633911","0.9960881471633911"
"2","0.7540296912193298","0.7540296912193298","0.7540296912193298"
"3","0.6033746600151062","0.6033746600151062","0.6033746600151062"
"4","0.47371190786361694","0.47371190786361694","0.47371190786361694"
"5","0.3870861828327179","0.3870861828327179","0.3870861828327179"
"6","0.3295970559120178","0.3295970559120178","0.3295970559120178"
"7","0.28347885608673096","0.28347885608673096","0.28347885608673096"
"8","0.24213089048862457","0.24213089048862457","0.24213089048862457"
"9","0.21786180138587952","0.21786180138587952","0.21786180138587952"
"10","0.19170798361301422","0.19170798361301422","0.19170798361301422"
"11","0.1773018091917038","0.1773018091917038","0.1773018091917038"
"12","0.15748050808906555","0.15748050808906555","0.15748050808906555"
"13","0.14220044016838074","0.14220044016838074","0.14220044016838074"
"14","0.12939348816871643","0.12939348816871643","0.12939348816871643"
"15","0.12295905500650406","0.12295905500650406","0.12295905500650406"
"16","0.11301783472299576","0.11301783472299576","0.11301783472299576"
"17","0.10331737250089645","0.10331737250089645","0.10331737250089645"
"18","0.09448866546154022","0.09448866546154022","0.09448866546154022"
"19","0.09444298595190048","0.09444298595190048","0.09444298595190048"
"20","0.08779047429561615","0.08779047429561615","0.08779047429561615"
"21","0.0831955149769783","0.0831955149769783","0.0831955149769783"
"22","0.0784808099269867","0.0784808099269867","0.0784808099269867"
"23","0.07306604087352753","0.07306604087352753","0.07306604087352753"
"24","0.06827053427696228","0.06827053427696228","0.06827053427696228"
"25","0.0687490850687027","0.0687490850687027","0.0687490850687027"
"26","0.06576723605394363","0.06576723605394363","0.06576723605394363"
"27","0.06393221765756607","0.06393221765756607","0.06393221765756607"
"28","0.05979710817337036","0.05979710817337036","0.05979710817337036"
"29","0.05866803973913193","0.05866803973913193","0.05866803973913193"
"30","0.05774705111980438","0.05774705111980438","0.05774705111980438"
"31","0.0575832724571228","0.0575832724571228","0.0575832724571228"
"32","0.05301390215754509","0.05301390215754509","0.05301390215754509"
"33","0.0544869564473629","0.0544869564473629","0.0544869564473629"
"34","0.05527109280228615","0.05527109280228615","0.05527109280228615"
"35","0.05431804060935974","0.05431804060935974","0.05431804060935974"
"36","0.049955643713474274","0.049955643713474274","0.049955643713474274"
"37","0.049303486943244934","0.049303486943244934","0.049303486943244934"
"38","0.050101686269044876","0.050101686269044876","0.050101686269044876"
"39","0.047691378742456436","0.047691378742456436","0.047691378742456436"
"40","0.04612948000431061","0.04612948000431061","0.04612948000431061"
"41","0.04641670733690262","0.04641670733690262","0.04641670733690262"
"42","0.04643445089459419","0.04643445089459419","0.04643445089459419"
"43","0.046655118465423584","0.046655118465423584","0.046655118465423584"
"44","0.04364736005663872","0.04364736005663872","0.04364736005663872"
"45","0.04408687725663185","0.04408687725663185","0.04408687725663185"
"46","0.04504433646798134","0.04504433646798134","0.04504433646798134"
"47","0.04424280300736427","0.04424280300736427","0.04424280300736427"
"48","0.04290930926799774","0.04290930926799774","0.04290930926799774"
"49","0.041088078171014786","0.041088078171014786","0.041088078171014786"
"50","0.04236748814582825","0.04236748814582825","0.04236748814582825"
"51","0.03974344581365585","0.03974344581365585","0.03974344581365585"
"52","0.03993457555770874","0.03993457555770874","0.03993457555770874"
"53","0.04347965493798256","0.04347965493798256","0.04347965493798256"
"54","0.03908099979162216","0.03908099979162216","0.03908099979162216"
"55","0.03923622518777847","0.03923622518777847","0.03923622518777847"
"56","0.04083952307701111","0.04083952307701111","0.04083952307701111"
"57","0.03923065587878227","0.03923065587878227","0.03923065587878227"
"58","0.04107433557510376","0.04107433557510376","0.04107433557510376"
"59","0.03896602243185043","0.03896602243185043","0.03896602243185043"
"60","0.03955117613077164","0.03955117613077164","0.03955117613077164"
"61","0.03773869574069977","0.03773869574069977","0.03773869574069977"
"62","0.03967497497797012","0.03967497497797012","0.03967497497797012"
"63","0.04598972573876381","0.04598972573876381","0.04598972573876381"
"64","0.037294644862413406","0.037294644862413406","0.037294644862413406"
"65","0.03842298313975334","0.03842298313975334","0.03842298313975334"
"66","0.0396769754588604","0.0396769754588604","0.0396769754588604"
"67","0.03838210552930832","0.03838210552930832","0.03838210552930832"
"68","0.038666047155857086","0.038666047155857086","0.038666047155857086"
"69","0.03840505704283714","0.03840505704283714","0.03840505704283714"
"70","0.03645915165543556","0.03645915165543556","0.03645915165543556"
"71","0.035935454070568085","0.035935454070568085","0.035935454070568085"
"72","0.03524531424045563","0.03524531424045563","0.03524531424045563"
"73","0.036622170358896255","0.036622170358896255","0.036622170358896255"
"74","0.03898758813738823","0.03898758813738823","0.03898758813738823"
"75","0.03696397319436073","0.03696397319436073","0.03696397319436073"
"76","0.0376637801527977","0.0376637801527977","0.0376637801527977"
"77","0.036152321845293045","0.036152321845293045","0.036152321845293045"
"78","0.03660387173295021","0.03660387173295021","0.03660387173295021"
"79","0.03688308596611023","0.03688308596611023","0.03688308596611023"
"80","0.03781907260417938","0.03781907260417938","0.03781907260417938"
"81","0.03618853911757469","0.03618853911757469","0.03618853911757469"
"82","0.03651738539338112","0.03651738539338112","0.03651738539338112"
"83","0.03650641068816185","0.03650641068816185","0.03650641068816185"
"84","0.03847328573465347","0.03847328573465347","0.03847328573465347"
"85","0.03769974038004875","0.03769974038004875","0.03769974038004875"
"86","0.03578326478600502","0.03578326478600502","0.03578326478600502"
"87","0.03603050112724304","0.03603050112724304","0.03603050112724304"
"88","0.04210095852613449","0.04210095852613449","0.04210095852613449"
"89","0.03425980731844902","0.03425980731844902","0.03425980731844902"
"90","0.034090954810380936","0.034090954810380936","0.034090954810380936"
"91","0.03510598465800285","0.03510598465800285","0.03510598465800285"
"92","0.03457120805978775","0.03457120805978775","0.03457120805978775"
"93","0.034098368138074875","0.034098368138074875","0.034098368138074875"
"94","0.03366393223404884","0.03366393223404884","0.03366393223404884"
"95","0.03443623706698418","0.03443623706698418","0.03443623706698418"
"96","0.03421430662274361","0.03421430662274361","0.03421430662274361"
"97","0.03246930614113808","0.03246930614113808","0.03246930614113808"
"98","0.033438097685575485","0.033438097685575485","0.033438097685575485"
"99","0.03375522419810295","0.03375522419810295","0.03375522419810295"
"100","0.03683380037546158","0.03683380037546158","0.03683380037546158"
"101","0.03440171480178833","0.03440171480178833","0.03440171480178833"
"102","0.035074666142463684","0.035074666142463684","0.035074666142463684"
"103","0.03329534828662872","0.03329534828662872","0.03329534828662872"
"104","0.034182727336883545","0.034182727336883545","0.034182727336883545"
