"Step","hidden_size_512_25_no_pinn - loss","hidden_size_512_25_no_pinn - loss__MIN","hidden_size_512_25_no_pinn - loss__MAX"
"0","1.1895592212677002","1.1895592212677002","1.1895592212677002"
"1","0.8946906924247742","0.8946906924247742","0.8946906924247742"
"2","0.6751066446304321","0.6751066446304321","0.6751066446304321"
"3","0.5210304856300354","0.5210304856300354","0.5210304856300354"
"4","0.41536828875541687","0.41536828875541687","0.41536828875541687"
"5","0.3405303955078125","0.3405303955078125","0.3405303955078125"
"6","0.284715861082077","0.284715861082077","0.284715861082077"
"7","0.24185910820960999","0.24185910820960999","0.24185910820960999"
"8","0.2090102732181549","0.2090102732181549","0.2090102732181549"
"9","0.18360252678394318","0.18360252678394318","0.18360252678394318"
"10","0.16317099332809448","0.16317099332809448","0.16317099332809448"
"11","0.1462855041027069","0.1462855041027069","0.1462855041027069"
"12","0.13235151767730713","0.13235151767730713","0.13235151767730713"
"13","0.1209302768111229","0.1209302768111229","0.1209302768111229"
"14","0.11140803247690201","0.11140803247690201","0.11140803247690201"
"15","0.10316312313079834","0.10316312313079834","0.10316312313079834"
"16","0.09583866596221924","0.09583866596221924","0.09583866596221924"
"17","0.08931869268417358","0.08931869268417358","0.08931869268417358"
"18","0.08353511989116669","0.08353511989116669","0.08353511989116669"
"19","0.07842060923576355","0.07842060923576355","0.07842060923576355"
"20","0.07396426796913147","0.07396426796913147","0.07396426796913147"
"21","0.0701855719089508","0.0701855719089508","0.0701855719089508"
"22","0.06703993678092957","0.06703993678092957","0.06703993678092957"
"23","0.06436583399772644","0.06436583399772644","0.06436583399772644"
"24","0.06195075064897537","0.06195075064897537","0.06195075064897537"
"25","0.059647321701049805","0.059647321701049805","0.059647321701049805"
"26","0.05742819234728813","0.05742819234728813","0.05742819234728813"
"27","0.055361561477184296","0.055361561477184296","0.055361561477184296"
"28","0.05353657156229019","0.05353657156229019","0.05353657156229019"
"29","0.051997825503349304","0.051997825503349304","0.051997825503349304"
"30","0.05072103440761566","0.05072103440761566","0.05072103440761566"
"31","0.04961766302585602","0.04961766302585602","0.04961766302585602"
"32","0.04857917129993439","0.04857917129993439","0.04857917129993439"
"33","0.0475434735417366","0.0475434735417366","0.0475434735417366"
"34","0.046520721167325974","0.046520721167325974","0.046520721167325974"
"35","0.045552968978881836","0.045552968978881836","0.045552968978881836"
"36","0.044654712080955505","0.044654712080955505","0.044654712080955505"
"37","0.04379931837320328","0.04379931837320328","0.04379931837320328"
"38","0.04295630007982254","0.04295630007982254","0.04295630007982254"
"39","0.04212383180856705","0.04212383180856705","0.04212383180856705"
"40","0.04132065922021866","0.04132065922021866","0.04132065922021866"
"41","0.04056224972009659","0.04056224972009659","0.04056224972009659"
"42","0.03985697031021118","0.03985697031021118","0.03985697031021118"
"43","0.0392136387526989","0.0392136387526989","0.0392136387526989"
"44","0.038637153804302216","0.038637153804302216","0.038637153804302216"
"45","0.03811958432197571","0.03811958432197571","0.03811958432197571"
"46","0.03764384239912033","0.03764384239912033","0.03764384239912033"
"47","0.03719542920589447","0.03719542920589447","0.03719542920589447"
"48","0.036766305565834045","0.036766305565834045","0.036766305565834045"
"49","0.036352191120386124","0.036352191120386124","0.036352191120386124"
"50","0.03595348820090294","0.03595348820090294","0.03595348820090294"
"51","0.03557777777314186","0.03557777777314186","0.03557777777314186"
"52","0.035234302282333374","0.035234302282333374","0.035234302282333374"
"53","0.03492352366447449","0.03492352366447449","0.03492352366447449"
"54","0.034635238349437714","0.034635238349437714","0.034635238349437714"
"55","0.03435865789651871","0.03435865789651871","0.03435865789651871"
"56","0.03409072756767273","0.03409072756767273","0.03409072756767273"
"57","0.033832989633083344","0.033832989633083344","0.033832989633083344"
"58","0.03358478471636772","0.03358478471636772","0.03358478471636772"
"59","0.0333435982465744","0.0333435982465744","0.0333435982465744"
"60","0.03310979902744293","0.03310979902744293","0.03310979902744293"
"61","0.03288622945547104","0.03288622945547104","0.03288622945547104"
"62","0.03267323970794678","0.03267323970794678","0.03267323970794678"
"63","0.032467350363731384","0.032467350363731384","0.032467350363731384"
"64","0.03226557374000549","0.03226557374000549","0.03226557374000549"
"65","0.03206895291805267","0.03206895291805267","0.03206895291805267"
"66","0.03188074007630348","0.03188074007630348","0.03188074007630348"
"67","0.03170196712017059","0.03170196712017059","0.03170196712017059"
"68","0.03152979910373688","0.03152979910373688","0.03152979910373688"
"69","0.03136005252599716","0.03136005252599716","0.03136005252599716"
"70","0.031190579757094383","0.031190579757094383","0.031190579757094383"
"71","0.031022580340504646","0.031022580340504646","0.031022580340504646"
"72","0.030858810991048813","0.030858810991048813","0.030858810991048813"
"73","0.03070056065917015","0.03070056065917015","0.03070056065917015"
"74","0.03054674342274666","0.03054674342274666","0.03054674342274666"
"75","0.030395839363336563","0.030395839363336563","0.030395839363336563"
"76","0.030247826129198074","0.030247826129198074","0.030247826129198074"
"77","0.030103454366326332","0.030103454366326332","0.030103454366326332"
"78","0.02996271848678589","0.02996271848678589","0.02996271848678589"
"79","0.02982502616941929","0.02982502616941929","0.02982502616941929"
"80","0.029690302908420563","0.029690302908420563","0.029690302908420563"
"81","0.029558978974819183","0.029558978974819183","0.029558978974819183"
"82","0.02943098545074463","0.02943098545074463","0.02943098545074463"
"83","0.029305454343557358","0.029305454343557358","0.029305454343557358"
"84","0.02918158285319805","0.02918158285319805","0.02918158285319805"
"85","0.02905937470495701","0.02905937470495701","0.02905937470495701"
"86","0.028939269483089447","0.028939269483089447","0.028939269483089447"
"87","0.02882133051753044","0.02882133051753044","0.02882133051753044"
"88","0.028705161064863205","0.028705161064863205","0.028705161064863205"
"89","0.028590500354766846","0.028590500354766846","0.028590500354766846"
"90","0.028477447107434273","0.028477447107434273","0.028477447107434273"
"91","0.028366144746541977","0.028366144746541977","0.028366144746541977"
"92","0.0282566137611866","0.0282566137611866","0.0282566137611866"
"93","0.028148816898465157","0.028148816898465157","0.028148816898465157"
"94","0.028042759746313095","0.028042759746313095","0.028042759746313095"
"95","0.027938442304730415","0.027938442304730415","0.027938442304730415"
"96","0.02783580869436264","0.02783580869436264","0.02783580869436264"
"97","0.02773476392030716","0.02773476392030716","0.02773476392030716"
"98","0.02763526514172554","0.02763526514172554","0.02763526514172554"
"99","0.02753729373216629","0.02753729373216629","0.02753729373216629"
"100","0.027440793812274933","0.027440793812274933","0.027440793812274933"
"101","0.027345648035407066","0.027345648035407066","0.027345648035407066"
"102","0.027251843363046646","0.027251843363046646","0.027251843363046646"
"103","0.027159512042999268","0.027159512042999268","0.027159512042999268"
"104","0.027068685740232468","0.027068685740232468","0.027068685740232468"
"105","0.026979241520166397","0.026979241520166397","0.026979241520166397"
"106","0.026891138404607773","0.026891138404607773","0.026891138404607773"
"107","0.026804406195878983","0.026804406195878983","0.026804406195878983"
"108","0.02671906165778637","0.02671906165778637","0.02671906165778637"
"109","0.026635076850652695","0.026635076850652695","0.026635076850652695"
"110","0.026552435010671616","0.026552435010671616","0.026552435010671616"
"111","0.02647111751139164","0.02647111751139164","0.02647111751139164"
"112","0.02639108896255493","0.02639108896255493","0.02639108896255493"
"113","0.0263123270124197","0.0263123270124197","0.0263123270124197"
"114","0.02623484656214714","0.02623484656214714","0.02623484656214714"
"115","0.026158642023801804","0.026158642023801804","0.026158642023801804"
"116","0.026083681732416153","0.026083681732416153","0.026083681732416153"
"117","0.02600996568799019","0.02600996568799019","0.02600996568799019"
"118","0.025937484577298164","0.025937484577298164","0.025937484577298164"
"119","0.02586621232330799","0.02586621232330799","0.02586621232330799"
"120","0.025796130299568176","0.025796130299568176","0.025796130299568176"
"121","0.02572721429169178","0.02572721429169178","0.02572721429169178"
"122","0.025659456849098206","0.025659456849098206","0.025659456849098206"
"123","0.025592874735593796","0.025592874735593796","0.025592874735593796"
"124","0.025527462363243103","0.025527462363243103","0.025527462363243103"
"125","0.02546321228146553","0.02546321228146553","0.02546321228146553"
"126","0.025400083512067795","0.025400083512067795","0.025400083512067795"
"127","0.025338061153888702","0.025338061153888702","0.025338061153888702"
"128","0.025277115404605865","0.025277115404605865","0.025277115404605865"
"129","0.02521725744009018","0.02521725744009018","0.02521725744009018"
"130","0.02515847608447075","0.02515847608447075","0.02515847608447075"
"131","0.025100748986005783","0.025100748986005783","0.025100748986005783"
"132","0.025044061243534088","0.025044061243534088","0.025044061243534088"
"133","0.02498840168118477","0.02498840168118477","0.02498840168118477"
"134","0.024933747947216034","0.024933747947216034","0.024933747947216034"
"135","0.02488008700311184","0.02488008700311184","0.02488008700311184"
"136","0.02482740581035614","0.02482740581035614","0.02482740581035614"
"137","0.024775691330432892","0.024775691330432892","0.024775691330432892"
"138","0.0247249286621809","0.0247249286621809","0.0247249286621809"
"139","0.024675095453858376","0.024675095453858376","0.024675095453858376"
"140","0.024626176804304123","0.024626176804304123","0.024626176804304123"
"141","0.02457815781235695","0.02457815781235695","0.02457815781235695"
"142","0.02453101985156536","0.02453101985156536","0.02453101985156536"
"143","0.024484753608703613","0.024484753608703613","0.024484753608703613"
"144","0.024439334869384766","0.024439334869384766","0.024439334869384766"
"145","0.024394754320383072","0.024394754320383072","0.024394754320383072"
"146","0.02435098960995674","0.02435098960995674","0.02435098960995674"
"147","0.02430802211165428","0.02430802211165428","0.02430802211165428"
"148","0.024265844374895096","0.024265844374895096","0.024265844374895096"
"149","0.024224435910582542","0.024224435910582542","0.024224435910582542"
"150","0.024183787405490875","0.024183787405490875","0.024183787405490875"
"151","0.024143876507878304","0.024143876507878304","0.024143876507878304"
"152","0.024104688316583633","0.024104688316583633","0.024104688316583633"
"153","0.024066206067800522","0.024066206067800522","0.024066206067800522"
"154","0.024028412997722626","0.024028412997722626","0.024028412997722626"
"155","0.02399129420518875","0.02399129420518875","0.02399129420518875"
"156","0.0239548422396183","0.0239548422396183","0.0239548422396183"
"157","0.023919034749269485","0.023919034749269485","0.023919034749269485"
"158","0.02388385310769081","0.02388385310769081","0.02388385310769081"
"159","0.023849286139011383","0.023849286139011383","0.023849286139011383"
"160","0.023815326392650604","0.023815326392650604","0.023815326392650604"
"161","0.023781944066286087","0.023781944066286087","0.023781944066286087"
"162","0.02374914474785328","0.02374914474785328","0.02374914474785328"
"163","0.023716900497674942","0.023716900497674942","0.023716900497674942"
"164","0.02368520013988018","0.02368520013988018","0.02368520013988018"
"165","0.023654034361243248","0.023654034361243248","0.023654034361243248"
"166","0.02362338826060295","0.02362338826060295","0.02362338826060295"
"167","0.0235932394862175","0.0235932394862175","0.0235932394862175"
"168","0.023563586175441742","0.023563586175441742","0.023563586175441742"
"169","0.023534413427114487","0.023534413427114487","0.023534413427114487"
"170","0.023505711928009987","0.023505711928009987","0.023505711928009987"
"171","0.0234774649143219","0.0234774649143219","0.0234774649143219"
"172","0.02344965934753418","0.02344965934753418","0.02344965934753418"
"173","0.02342228963971138","0.02342228963971138","0.02342228963971138"
"174","0.02339533530175686","0.02339533530175686","0.02339533530175686"
"175","0.02336879074573517","0.02336879074573517","0.02336879074573517"
"176","0.023342646658420563","0.023342646658420563","0.023342646658420563"
"177","0.023316890001296997","0.023316890001296997","0.023316890001296997"
"178","0.023291513323783875","0.023291513323783875","0.023291513323783875"
"179","0.023266509175300598","0.023266509175300598","0.023266509175300598"
"180","0.023241853341460228","0.023241853341460228","0.023241853341460228"
"181","0.02321755141019821","0.02321755141019821","0.02321755141019821"
"182","0.023193586617708206","0.023193586617708206","0.023193586617708206"
"183","0.023169957101345062","0.023169957101345062","0.023169957101345062"
